id_hogar,region,area,miembros,edad_jefe,educ_jefe,empleo_jefe,vivienda_propia,internet,transferencias,ingreso_pc,pobre,miembros_z,edad_jefe_z,transferencias_z
363,Amazonia,Rural,3,26,Secundaria,Formal,Sí,Sí,103.2382127441669,759.49,No pobre,-0.5669086582991627,-1.4994472383381618,0.29235003891362327
364,Costa,Urbana,6,43,Superior,Inactivo,Sí,No,28.301223917616337,646.75,No pobre,1.1372255850850943,-0.22765913402491053,-0.8251136112707356
365,Costa,Urbana,4,44,Secundaria,Desempleado,Sí,No,54.56058247760859,398.17,No pobre,0.001136089495589632,-0.1528480690653075,-0.433532909571228
366,Sierra,Urbana,3,46.04312114989733,Primaria,Formal,Sí,No,133.6777223555789,720.6,No pobre,-0.5669086582991627,5.31564587615229e-16,0.7462653356560863
367,Costa,Urbana,3,30,Secundaria,Informal,Sí,No,115.3312799984886,644.8,No pobre,-0.5669086582991627,-1.2002029784997497,0.47268238596346013
368,Costa,Urbana,5,38,Superior,Informal,No,Sí,203.5212608241364,786.63,No pobre,0.569180837290342,-0.6017144588229256,1.787775231650376
369,Costa,Urbana,5,67,Superior,Formal,No,No,8.842234529196192,916.55,No pobre,0.569180837290342,1.5678064250055619,-1.1152869108840024
370,Sierra,Urbana,4,65,Superior,Formal,Sí,Sí,73.10951991198367,1005.94,No pobre,0.001136089495589632,1.418184295086356,-0.15693034444234844
371,Costa,Urbana,6,62,Secundaria,Formal,Sí,Sí,41.10955353329842,719.57,No pobre,1.1372255850850943,1.1937511002075467,-0.6341152406498786
372,Costa,Urbana,3,69,Secundaria,Formal,Sí,Sí,31.083658476612513,755.36,No pobre,-0.5669086582991627,1.7174285549247679,-0.78362182560676
373,Sierra,Urbana,3,49,Secundaria,Informal,Sí,Sí,71.33813521913493,677.82,No pobre,-0.5669086582991627,0.22120725573270755,-0.18334531034567708
374,Costa,Urbana,4,46.04312114989733,Secundaria,Formal,No,Sí,212.56639480097286,830.05,No pobre,0.001136089495589632,5.31564587615229e-16,1.9226566645507204
375,Sierra,Rural,3,54,Secundaria,Formal,Sí,Sí,38.24225104221582,588.69,No pobre,-0.5669086582991627,0.5952625805307227,-0.6768725806236544
376,Amazonia,Rural,3,61,Primaria,Informal,Sí,Sí,34.20710389221794,231.65,Pobre,-0.5669086582991627,1.1189400352479437,-0.7370448711556973
377,Sierra,Urbana,7,80,Secundaria,Desempleado,Sí,Sí,43.01303114433808,280.09,Pobre,1.7052703328798469,2.540350269480401,-0.6057304993814524
378,Costa,Rural,4,18,Superior,Formal,Sí,Sí,72.43991866846167,980.94,No pobre,0.001136089495589632,-2.097935758014986,-0.16691546742995592
379,Costa,Urbana,1,50,Primaria,Informal,Sí,Sí,196.83356532126774,638.88,No pobre,-1.7029981538886676,0.29601832069231054,1.6880480242327582
380,Amazonia,Urbana,7,55,Primaria,Informal,Sí,Sí,92.90176764792983,161.67,Pobre,1.7052703328798469,0.6700736454903257,0.13821251820397265
381,Sierra,Urbana,3,45,Superior,Informal,Sí,No,20.400721254289024,988.69,No pobre,-0.5669086582991627,-0.07803700410570451,-0.9429262520333305
382,Sierra,Urbana,1,24,Primaria,Inactivo,Sí,Sí,1.3096446767828436,141.67,Pobre,-1.7029981538886676,-1.6490693682573678,-1.2276132197420007
383,Costa,Rural,8,56,Superior,Informal,Sí,Sí,83.63325145894079,679.57,No pobre,2.273315080674599,0.7448847104499287,0
384,Sierra,Urbana,3,35,Secundaria,Informal,No,Sí,75.18278780210512,430.28,No pobre,-0.5669086582991627,-0.8261476537017347,-0.126013683116823
385,Sierra,Rural,8,53,Secundaria,Formal,No,No,100.93590686586907,743.9,No pobre,2.273315080674599,0.5204515155711196,0.25801795310539205
386,Amazonia,Urbana,2,59,Superior,Formal,Sí,Sí,110.90677652751137,1182.41,No pobre,-1.134953406093915,0.9693179053287377,0.4067039969682005
387,Costa,Urbana,4,64,Secundaria,Formal,Sí,No,93.61678468651212,999.61,No pobre,0.001136089495589632,1.3433732301267527,0.14887488351101155
388,Costa,Rural,5,24,Primaria,Inactivo,No,No,43.383710216428916,91.52,Pobre,0.569180837290342,-1.6490693682573678,-0.6002029168693723
389,Costa,Urbana,2,61,Secundaria,Formal,Sí,Sí,41.87237202743818,848.92,No pobre,-1.134953406093915,1.1189400352479437,-0.6227400579498829
390,Costa,Urbana,5,35,Primaria,Informal,No,No,32.805288069580165,420.17,No pobre,0.569180837290342,-0.8261476537017347,-0.7579488099258656
391,Amazonia,Rural,4,28,Primaria,Formal,No,Sí,29.38298711314472,339.43,No pobre,0.001136089495589632,-1.3498251084189559,-0.8089823112540214
392,Costa,Urbana,1,64,Secundaria,Informal,Sí,No,2.3474934569502937,861.84,No pobre,-1.7029981538886676,1.3433732301267527,-1.2121367734050696
393,Sierra,Urbana,3,62,Secundaria,Inactivo,No,Sí,13.685740280020664,594.2,No pobre,-0.5669086582991627,1.1937511002075467,-1.0430603415921282
394,Sierra,Urbana,4,43,Secundaria,Informal,No,Sí,51.69065210802441,544.73,No pobre,0.001136089495589632,-0.22765913402491053,-0.4763294365839896
395,Costa,Urbana,7,57,Primaria,Formal,Sí,Sí,90.93163566283687,397.76,No pobre,1.7052703328798469,0.8196957754095316,0.10883382399859623
396,Costa,Rural,9,34,Primaria,Informal,Sí,Sí,39.654463633859194,30,Pobre,2.841359828469352,-0.9009587186613377,-0.6558136047800055
397,Costa,Urbana,3,44,Secundaria,Informal,Sí,Sí,88.19323258839205,487.9,No pobre,-0.5669086582991627,-0.1528480690653075,0.06799863775528431
398,Costa,Urbana,4,45,Primaria,Inactivo,Sí,Sí,106.62351500940514,427.21,No pobre,0.001136089495589632,-0.07803700410570451,0.34283181414276326
399,Costa,Urbana,4,42,Secundaria,Formal,No,Sí,80.37331135264905,687.23,No pobre,0.001136089495589632,-0.30247019898451355,-0.04861236923985482
400,Insular,Urbana,6,56,Secundaria,Formal,Sí,Sí,44.98265665583413,1079.15,No pobre,1.1372255850850943,0.7448847104499287,-0.5763593577324729
401,Insular,Urbana,5,68,Secundaria,Informal,Sí,No,30.577404345134795,850.39,No pobre,0.569180837290342,1.6426174899651649,-0.7911711093255309
402,Costa,Urbana,4,40,Primaria,Informal,Sí,Sí,69.20913440958248,194.8,Pobre,0.001136089495589632,-0.4520923289037196,-0.2150930633998406
403,Amazonia,Urbana,3,46,Secundaria,Formal,Sí,Sí,101.69735300220897,720.22,No pobre,-0.5669086582991627,-0.00322593914610149,0.2693726711459398
404,Sierra,Urbana,7,69,Superior,Formal,Sí,Sí,105.710662470648,1216,No pobre,1.7052703328798469,1.7174285549247679,0.3292193172168367
405,Costa,Urbana,5,41,Secundaria,Informal,No,No,54.53224125402024,555.44,No pobre,0.569180837290342,-0.37728126394411654,-0.43395553513515384
406,Costa,Rural,3,18,Primaria,Informal,Sí,Sí,344.8005619751024,269.47,Pobre,-0.5669086582991627,-2.097935758014986,3.8945383406548046
407,Sierra,Urbana,3,53,Primaria,Inactivo,Sí,Sí,15.268187296862253,276.25,Pobre,-0.5669086582991627,0.5204515155711196,-1.0194628225650944
408,Costa,Rural,5,34,Secundaria,Informal,Sí,Sí,83.63325145894079,606.04,No pobre,0.569180837290342,-0.9009587186613377,0
409,Costa,Urbana,5,32,Secundaria,Informal,Sí,Sí,156.21051029327901,720.15,No pobre,0.569180837290342,-1.0505808485805437,1.0822752534814901
410,Sierra,Rural,4,66,Primaria,Formal,No,No,107.70160778575686,274.11,Pobre,0.001136089495589632,1.492995360045959,0.3589083807084129
411,Costa,Rural,6,80,Primaria,Formal,No,Sí,70.76636898951708,548.55,No pobre,1.1372255850850943,2.540350269480401,-0.19187151333309332
412,Sierra,Rural,5,31,Superior,Formal,Sí,No,75.46686617226473,1025.72,No pobre,0.569180837290342,-1.1253919135401467,-0.12177749405414608
413,Costa,Urbana,2,60,Primaria,Informal,Sí,Sí,51.58086285572412,337.12,No pobre,-1.134953406093915,1.0441289702883407,-0.4779666187092343
414,Sierra,Urbana,1,45,Primaria,Informal,Sí,Sí,292.94076081946315,614.15,No pobre,-1.7029981538886676,-0.07803700410570451,3.1212027208936437
415,Costa,Urbana,6,48,Secundaria,Desempleado,Sí,No,35.86406825482689,264.09,Pobre,1.1372255850850943,0.14639619077310453,-0.7123361462141051
416,Costa,Rural,2,63,Secundaria,Formal,Sí,No,77.80703379040894,725.86,No pobre,-1.134953406093915,1.2685621651671497,-0.08688081232774962
417,Amazonia,Urbana,3,49,Secundaria,Formal,Sí,Sí,20.857016428104423,585.11,No pobre,-0.5669086582991627,0.22120725573270755,-0.9361219584731307
418,Costa,Urbana,4,34,Secundaria,Informal,Sí,No,92.88094876740935,499.72,No pobre,0.001136089495589632,-0.9009587186613377,0.13790206614840614
419,Sierra,Rural,4,46.04312114989733,Secundaria,Formal,Sí,No,69.19604198289018,671.21,No pobre,0.001136089495589632,5.31564587615229e-16,-0.2152882982384756
420,Costa,Urbana,3,56,Superior,Formal,Sí,Sí,23.926999709214126,961.74,No pobre,-0.5669086582991627,0.7448847104499287,-0.8903422337065768
421,Sierra,Rural,4,18,Secundaria,Formal,No,No,79.95849131874493,493.01,No pobre,0.001136089495589632,-2.097935758014986,-0.05479818370230973
422,Sierra,Urbana,6,61,Primaria,Inactivo,Sí,Sí,17.584682976409503,190.99,Pobre,1.1372255850850943,1.1189400352479437,-0.9849191378209057
423,Sierra,Urbana,3,24,Secundaria,Formal,No,Sí,84.13586223537501,779.64,No pobre,-0.5669086582991627,-1.6490693682573678,0.007494953849242308
424,Costa,Rural,3,46,Secundaria,Informal,No,Sí,12.72580131760779,603.18,No pobre,-0.5669086582991627,-0.00322593914610149,-1.0573749933240646
425,Amazonia,Urbana,4,43,Secundaria,Formal,Sí,No,62.32481991234992,841.77,No pobre,0.001136089495589632,-0.22765913402491053,-0.31775226184856353
426,Sierra,Urbana,4,64,Superior,Informal,No,Sí,91.86415694124997,779.85,No pobre,0.001136089495589632,1.3433732301267527,0.12273962202928634
427,Costa,Urbana,2,49,Secundaria,Desempleado,No,No,198.75164684264317,611.85,No pobre,-1.134953406093915,0.22120725573270755,1.7166505396499234
428,Costa,Rural,6,47,Secundaria,Desempleado,Sí,No,16.797348575025406,78.58,Pobre,1.1372255850850943,0.07158512581350153,-0.996659902800438
429,Costa,Rural,4,56,Secundaria,Inactivo,Sí,No,118.81275207336067,357.84,No pobre,0.001136089495589632,0.7448847104499287,0.5245982495939863
430,Sierra,Urbana,5,34,Secundaria,Informal,No,Sí,83.63325145894079,455.84,No pobre,0.569180837290342,-0.9009587186613377,0
431,Amazonia,Rural,5,43,Primaria,Formal,Sí,Sí,252.38255404894298,553.41,No pobre,0.569180837290342,-0.22765913402491053,2.516396970189933
432,Sierra,Urbana,3,62,Primaria,Informal,Sí,Sí,84.71672951559621,260.74,Pobre,-0.5669086582991627,1.1937511002075467,0.016156872100735523
433,Costa,Rural,1,56,Superior,Desempleado,Sí,Sí,31.82291673435623,513.84,No pobre,-1.7029981538886676,0.7448847104499287,-0.7725979741808733
434,Insular,Rural,5,28,Primaria,Inactivo,No,Sí,114.59713553570941,174.29,Pobre,0.569180837290342,-1.3498251084189559,0.4617347916714248
435,Costa,Urbana,2,55,Primaria,Formal,No,Sí,197.17285610298282,865.73,No pobre,-1.134953406093915,0.6700736454903257,1.6931075431879006
436,Sierra,Urbana,4,27,Primaria,Inactivo,Sí,Sí,51.19907361083108,121.25,Pobre,0.001136089495589632,-1.4246361733785589,-0.4836598766033672
437,Costa,Urbana,2,38,Superior,Formal,No,Sí,49.68958291972634,1036.6,No pobre,-1.134953406093915,-0.6017144588229256,-0.5061694677147139
438,Sierra,Rural,5,63,Superior,Informal,No,No,20.173512444761602,870.54,No pobre,0.569180837290342,1.2685621651671497,-0.9463143997241356
439,Costa,Urbana,2,18,Secundaria,Inactivo,Sí,No,212.12191927896947,467.75,No pobre,-1.134953406093915,-2.097935758014986,1.9160286261545538
440,Costa,Urbana,5,21,Secundaria,Informal,Sí,Sí,85.98790992923753,600.16,No pobre,0.569180837290342,-1.8735025631361768,0.03511276994656944
441,Costa,Urbana,5,64,Superior,Formal,Sí,Sí,58.70755869837237,1004.84,No pobre,0.569180837290342,1.3433732301267527,-0.37169301905189417
442,Sierra,Urbana,3,46.04312114989733,Secundaria,Informal,No,Sí,155.81001887162324,986.97,No pobre,-0.5669086582991627,5.31564587615229e-16,1.0763031079106713
443,Sierra,Urbana,2,63,Primaria,Inactivo,Sí,No,32.54113504406418,326.13,No pobre,-1.134953406093915,1.2685621651671497,-0.761887871378996
444,Costa,Urbana,2,44,Superior,Formal,Sí,No,116.08121684934014,1391.76,No pobre,-1.134953406093915,-0.1528480690653075,0.48386547703614824
445,Sierra,Rural,1,52,Secundaria,Formal,No,Sí,153.87676294114073,854.29,No pobre,-1.7029981538886676,0.4456404506115166,1.047474311042173
446,Sierra,Rural,6,57,Superior,Inactivo,Sí,No,40.10565853059633,369.87,No pobre,1.1372255850850943,0.8196957754095316,-0.6490853667743466
447,Sierra,Urbana,3,37,Primaria,Formal,Sí,No,71.60706944946627,496.16,No pobre,-0.5669086582991627,-0.6765255237825286,-0.1793349513575254
448,Costa,Urbana,2,42,Secundaria,Inactivo,No,Sí,47.27245487517399,522.55,No pobre,-1.134953406093915,-0.30247019898451355,-0.5422137866808832
449,Costa,Urbana,3,40,Secundaria,Formal,No,Sí,50.76242501202517,889.01,No pobre,-0.5669086582991627,-0.4520923289037196,-0.4901711995789797
450,Sierra,Urbana,4,85,Secundaria,Formal,No,Sí,83.91010786247895,773.2,No pobre,0.001136089495589632,2.914405594278416,0.0041284947810053185
451,Sierra,Urbana,5,48,Superior,Informal,Sí,Sí,48.75430579895448,722.7,No pobre,0.569180837290342,0.14639619077310453,-0.5201163609870165
452,Costa,Rural,3,53,Secundaria,Informal,No,No,16.931741945645577,466.78,No pobre,-0.5669086582991627,0.5204515155711196,-0.9946558229882454
453,Costa,Rural,2,41,Secundaria,Desempleado,Sí,Sí,6.4355515698711345,378.39,No pobre,-1.134953406093915,-0.37728126394411654,-1.151175472283083
454,Costa,Urbana,5,43,Superior,Desempleado,No,No,16.601858798243878,557.46,No pobre,0.569180837290342,-0.22765913402491053,-0.9995750548896372
455,Costa,Urbana,6,65,Secundaria,Informal,Sí,Sí,133.54244675698322,480,No pobre,1.1372255850850943,1.418184295086356,0.7442481000217923
456,Amazonia,Rural,8,41,Primaria,Formal,Sí,No,256.92792087932094,244.82,Pobre,2.273315080674599,-0.37728126394411654,2.584177678879171
457,Sierra,Urbana,5,46,Secundaria,Informal,Sí,No,217.2560746522079,563.06,No pobre,0.569180837290342,-0.00322593914610149,1.9925893753097146
458,Sierra,Rural,3,51,Secundaria,Desempleado,No,Sí,14.31326561950898,293.1,Pobre,-0.5669086582991627,0.3708293856519136,-1.0337026563230967
459,Costa,Rural,4,40,Secundaria,Inactivo,Sí,Sí,15.733250700732388,348.92,No pobre,0.001136089495589632,-0.4520923289037196,-1.0125277767753742
460,Costa,Urbana,4,73,Primaria,Formal,No,Sí,101.42527875304621,813.02,No pobre,0.001136089495589632,2.01667281476318,0.2653154880598366
461,Amazonia,Rural,2,26,Superior,Formal,Sí,Sí,41.25246116244701,1021.58,No pobre,-1.134953406093915,-1.4994472383381618,-0.6319841958426579
462,Costa,Rural,4,74,Secundaria,Informal,No,No,85.01524155604747,570.74,No pobre,0.001136089495589632,2.091483879722783,0.020608296685178593
463,Sierra,Rural,8,46.04312114989733,Superior,Inactivo,Sí,Sí,141.88365672346285,439.33,No pobre,2.273315080674599,5.31564587615229e-16,0.8686325873364734
464,Costa,Urbana,3,65,Secundaria,Desempleado,Sí,Sí,60.772827236791784,425.88,No pobre,-0.5669086582991627,1.418184295086356,-0.34089564440831377
465,Sierra,Urbana,4,18,Primaria,Informal,Sí,No,100.99006128321533,322.19,No pobre,0.001136089495589632,-2.097935758014986,0.25882550614200284
466,Costa,Rural,3,59,Secundaria,Inactivo,No,Sí,15.995975799479364,412,No pobre,-0.5669086582991627,0.9693179053287377,-1.0086100086285865
467,Costa,Rural,1,58,Primaria,Formal,Sí,Sí,18.65445585283263,695.83,No pobre,-1.7029981538886676,0.8945068403691347,-0.968966637966355
468,Sierra,Urbana,2,28,Secundaria,Formal,No,Sí,66.2835872178984,828.01,No pobre,-1.134953406093915,-1.3498251084189559,-0.2587189508927685
469,Costa,Urbana,3,35,Primaria,Formal,Sí,No,58.70276612877672,514.29,No pobre,-0.5669086582991627,-0.8261476537017347,-0.3717644860590154
470,Sierra,Urbana,1,49,Superior,Informal,Sí,Sí,83.60234771219092,1063.95,No pobre,-1.7029981538886676,0.22120725573270755,-4.608380212262886e-4
471,Costa,Rural,1,62,Primaria,Informal,No,Sí,84.39721827528982,398.3,No pobre,-1.7029981538886676,1.1937511002075467,0.011392306530932208
472,Sierra,Urbana,2,35,Secundaria,Informal,No,Sí,110.520300219666,689.9,No pobre,-1.134953406093915,-0.8261476537017347,0.40094084538661934
473,Costa,Rural,3,43,Superior,Informal,No,No,108.79987680150333,833.28,No pobre,-0.5669086582991627,-0.22765913402491053,0.3752858162370954
474,Sierra,Urbana,4,68,Secundaria,Formal,Sí,Sí,174.07480054834974,1033.66,No pobre,0.001136089495589632,1.6426174899651649,1.3486683299712585
475,Sierra,Urbana,3,30,Primaria,Informal,Sí,Sí,102.61352287363621,384.2,No pobre,-0.5669086582991627,-1.2002029784997497,0.2830346362815243
476,Costa,Rural,4,59,Primaria,Formal,No,Sí,53.5921390110289,488.14,No pobre,0.001136089495589632,0.9693179053287377,-0.44797438084072616
477,Sierra,Urbana,5,52,Secundaria,Inactivo,Sí,Sí,62.285878686272206,473.7,No pobre,0.569180837290342,0.4456404506115166,-0.31833295511255605
478,Costa,Rural,2,31,Primaria,Inactivo,No,Sí,80.01631404616818,102.63,Pobre,-1.134953406093915,-1.1253919135401467,-0.05393592866562084
479,Costa,Rural,6,37,Secundaria,Informal,Sí,Sí,155.90162015574543,504.89,No pobre,1.1372255850850943,-0.6765255237825286,1.0776690702601017
480,Sierra,Rural,3,57,Primaria,Formal,No,No,57.04038819466381,590.96,No pobre,-0.5669086582991627,0.8196957754095316,-0.39655393841530723
481,Costa,Rural,3,49,Secundaria,Formal,No,Sí,70.90056879986435,790.15,No pobre,-0.5669086582991627,0.22120725573270755,-0.18987031990014375
482,Sierra,Urbana,3,66,Primaria,Informal,Sí,Sí,4.504187871435296,344.7,No pobre,-0.5669086582991627,1.492995360045959,-1.1799760521046598
483,Costa,Rural,5,38,Secundaria,Informal,Sí,Sí,15.068165887120148,344.09,No pobre,0.569180837290342,-0.6017144588229256,-1.0224455505629166
484,Sierra,Rural,3,22,Superior,Informal,Sí,Sí,219.833854932815,810.1,No pobre,-0.5669086582991627,-1.7986914981765738,2.0310293474362684
485,Amazonia,Rural,7,61,Secundaria,Formal,Sí,No,37.1164040400377,656.09,No pobre,1.7052703328798469,1.1189400352479437,-0.6936612602904485
486,Costa,Urbana,2,37,Primaria,Desempleado,No,Sí,99.79950098059106,352.22,No pobre,-1.134953406093915,-0.6765255237825286,0.24107181891266313
487,Costa,Rural,3,48,Superior,Informal,Sí,Sí,87.17358536566174,975.96,No pobre,-0.5669086582991627,0.14639619077310453,0.052793613837791936
488,Sierra,Urbana,4,70,Primaria,Formal,No,No,59.80114448722834,668.41,No pobre,0.001136089495589632,1.7922396198843709,-0.35538542000713824
489,Costa,Urbana,3,42,Secundaria,Informal,No,Sí,17.220320430264096,482.23,No pobre,-0.5669086582991627,-0.30247019898451355,-0.990352528022219
490,Sierra,Rural,5,68,Primaria,Desempleado,Sí,Sí,83.1084391100727,96.78,Pobre,0.569180837290342,1.6426174899651649,-0.007826024667009096
491,Amazonia,Urbana,5,31,Secundaria,Desempleado,Sí,Sí,26.230866433359708,207.45,Pobre,0.569180837290342,-1.1253919135401467,-0.8559868724968954
492,Costa,Urbana,3,59,Superior,Formal,Sí,No,106.24274493276035,1086.63,No pobre,-0.5669086582991627,0.9693179053287377,0.33715375413005944
493,Costa,Rural,4,49,Primaria,Inactivo,No,Sí,83.63325145894079,271.2,Pobre,0.001136089495589632,0.22120725573270755,0
494,Sierra,Rural,6,36,Primaria,Formal,Sí,No,53.63789912348851,377.81,No pobre,1.1372255850850943,-0.7513365887421316,-0.44729200404519837
495,Costa,Urbana,5,28,Secundaria,Formal,Sí,Sí,21.95687069574739,678.72,No pobre,0.569180837290342,-1.3498251084189559,-0.9197208835989332
496,Insular,Rural,6,47,Secundaria,Formal,Sí,Sí,24.339426000688686,756.96,No pobre,1.1372255850850943,0.07158512581350153,-0.884192114835776
497,Costa,Rural,7,50,Superior,Informal,No,Sí,120.431342492563,626.92,No pobre,1.7052703328798469,0.29601832069231054,0.5487347406155528
498,Costa,Urbana,3,50,Primaria,Formal,Sí,Sí,25.72892242803294,651.53,No pobre,-0.5669086582991627,0.29601832069231054,-0.8634718834262627
499,Sierra,Urbana,5,54,Secundaria,Inactivo,No,Sí,142.07283398458173,321.01,No pobre,0.569180837290342,0.5952625805307227,0.8714536069164179
500,Sierra,Urbana,2,40,Primaria,Informal,No,No,87.87323339627612,497.47,No pobre,-1.134953406093915,-0.4520923289037196,0.0632267958267864
501,Costa,Rural,6,39,Secundaria,Formal,Sí,No,164.9119179264757,821.81,No pobre,1.1372255850850943,-0.5269033938633226,1.2120310241335517
502,Costa,Rural,5,49,Primaria,Inactivo,No,Sí,54.3865721623954,32.48,Pobre,0.569180837290342,0.22120725573270755,-0.43612775899142464
503,Costa,Urbana,5,38,Secundaria,Formal,No,No,33.0816843683786,638.8,No pobre,0.569180837290342,-0.6017144588229256,-0.7538271762468336
504,Costa,Urbana,3,63,Secundaria,Informal,No,No,28.1345476050126,582.23,No pobre,-0.5669086582991627,1.2685621651671497,-0.8275990957237145
505,Costa,Rural,5,48,Primaria,Inactivo,No,No,216.8042332228392,260.05,Pobre,0.569180837290342,0.14639619077310453,1.9858514961812173
506,Costa,Urbana,4,37,Primaria,Formal,No,Sí,109.66473922414696,468,No pobre,0.001136089495589632,-0.6765255237825286,0.3881826824556138
507,Sierra,Urbana,5,21,Superior,Inactivo,Sí,No,37.82513715266739,707.42,No pobre,0.569180837290342,-1.8735025631361768,-0.6830926011616594
508,Sierra,Urbana,5,37,Secundaria,Formal,Sí,Sí,91.42638133639554,536.39,No pobre,0.569180837290342,-0.6765255237825286,0.11621149309025725
509,Amazonia,Urbana,6,75,Primaria,Formal,Sí,No,62.05470475156321,382.81,No pobre,1.1372255850850943,2.166294944682386,-0.3217802309232418
510,Costa,Urbana,4,38,Primaria,Formal,Sí,Sí,76.75408746685386,447.56,No pobre,0.001136089495589632,-0.6017144588229256,-0.10258239389104792
511,Sierra,Urbana,2,34,Primaria,Desempleado,No,No,66.8771942219018,172.67,Pobre,-1.134953406093915,-0.9009587186613377,-0.24986705732383951
512,Costa,Rural,3,55,Primaria,Formal,No,No,106.0918440072224,452.92,No pobre,-0.5669086582991627,0.6700736454903257,0.334903512937981
513,Sierra,Rural,2,52,Secundaria,Inactivo,No,Sí,54.5755712625222,535.08,No pobre,-1.134953406093915,0.4456404506115166,-0.433309396155975
514,Costa,Urbana,3,57,Primaria,Formal,Sí,No,107.85507657620725,853.91,No pobre,-0.5669086582991627,0.8196957754095316,0.3611969140142149
515,Sierra,Urbana,5,42,Superior,Inactivo,Sí,No,259.30069888406246,799.83,No pobre,0.569180837290342,-0.30247019898451355,2.6195606481147347
516,Costa,Urbana,4,62,Secundaria,Informal,Sí,Sí,53.36250320713578,786.3,No pobre,0.001136089495589632,1.1937511002075467,-0.4513987199775091
517,Costa,Urbana,4,30,Primaria,Informal,No,Sí,19.593465995423255,324.11,No pobre,0.001136089495589632,-1.2002029784997497,-0.9549640777096545
518,Sierra,Urbana,4,45,Superior,Formal,No,Sí,179.90407482801865,860.46,No pobre,0.001136089495589632,-0.07803700410570451,1.4355947226177785
519,Costa,Urbana,4,36,Secundaria,Formal,Sí,No,68.7321420026363,836.82,No pobre,0.001136089495589632,-0.7513365887421316,-0.2222059950044189
520,Sierra,Urbana,3,56,Primaria,Informal,Sí,No,51.32517532553226,584.41,No pobre,-0.5669086582991627,0.7448847104499287,-0.4817794423263689
521,Costa,Rural,5,48,Secundaria,Informal,Sí,Sí,71.33110421505279,611.69,No pobre,0.569180837290342,0.14639619077310453,-0.18345015698562245
522,Costa,Urbana,4,62,Primaria,Formal,No,Sí,30.86728192276971,211.96,Pobre,0.001136089495589632,1.1937511002075467,-0.7868484422277073
523,Costa,Rural,5,75,Secundaria,Formal,No,No,22.908156447708283,607.19,No pobre,0.569180837290342,2.166294944682386,-0.9055352689191777
524,Costa,Urbana,2,48,Superior,Formal,Sí,No,302.25608047718254,1051.62,No pobre,-1.134953406093915,0.14639619077310453,3.260113174467421
525,Sierra,Rural,3,39,Secundaria,Formal,Sí,Sí,49.128497486139416,685.94,No pobre,-0.5669086582991627,-0.5269033938633226,-0.5145363982052432
526,Sierra,Urbana,7,34,Superior,Formal,Sí,Sí,30.51836058789356,644.21,No pobre,1.7052703328798469,-0.9009587186613377,-0.792051572412193
527,Amazonia,Urbana,3,42,Secundaria,Formal,Sí,Sí,9.499420442223833,894.06,No pobre,-0.5669086582991627,-0.30247019898451355,-1.1054869258469546
528,Costa,Urbana,2,45,Primaria,Inactivo,No,Sí,15.208977827088166,323.67,No pobre,-1.134953406093915,-0.07803700410570451,-1.0203457567642837
529,Insular,Urbana,4,74,Secundaria,Informal,Sí,No,37.51858497116952,983.08,No pobre,0.001136089495589632,2.091483879722783,-0.6876639206805352
530,Costa,Urbana,7,30,Superior,Formal,No,No,11.516718108159319,893.43,No pobre,1.7052703328798469,-1.2002029784997497,-1.0754048949489374
531,Amazonia,Rural,6,31,Primaria,Formal,Sí,Sí,99.48836599351858,233.81,Pobre,1.1372255850850943,-1.1253919135401467,0.23643216039690904
532,Sierra,Rural,4,40,Primaria,Formal,Sí,Sí,171.17259682517917,584.67,No pobre,0.001136089495589632,-0.4520923289037196,1.3053905413003082
533,Costa,Rural,5,54,Primaria,Desempleado,Sí,No,136.05293582566472,35.08,Pobre,0.569180837290342,0.5952625805307227,0.7816846226572307
534,Sierra,Urbana,4,57,Superior,Formal,No,No,85.88443740433702,1073.74,No pobre,0.001136089495589632,0.8196957754095316,0.033569783136187366
535,Costa,Urbana,7,33,Primaria,Informal,No,No,83.63325145894079,95.21,Pobre,1.7052703328798469,-0.9757697836209407,0
536,Sierra,Urbana,2,48,Superior,Inactivo,No,Sí,27.959578019906242,583.27,No pobre,-1.134953406093915,0.14639619077310453,-0.8302082498184532
537,Costa,Urbana,4,45,Primaria,Informal,No,No,92.91574972883878,303.32,Pobre,0.001136089495589632,-0.07803700410570451,0.13842101960514114
538,Sierra,Urbana,5,63,Primaria,Inactivo,Sí,No,53.673985553520424,330.18,No pobre,0.569180837290342,1.2685621651671497,-0.4467538816245214
539,Sierra,Rural,6,61,Superior,Informal,Sí,Sí,83.63325145894079,1072.37,No pobre,1.1372255850850943,1.1189400352479437,0
540,Costa,Urbana,6,42,Primaria,Informal,Sí,No,33.47303875472453,250.3,Pobre,1.1372255850850943,-0.30247019898451355,-0.7479912825456067
541,Sierra,Urbana,5,47,Secundaria,Informal,Sí,Sí,92.04452421244903,727.75,No pobre,0.569180837290342,0.07158512581350153,0.12542926665477844
542,Costa,Rural,2,55,Secundaria,Inactivo,No,Sí,116.17161195508922,157.39,Pobre,-1.134953406093915,0.6700736454903257,0.48521345280100014
543,Sierra,Urbana,5,23,Secundaria,Informal,Sí,No,121.58405646177273,497.66,No pobre,0.569180837290342,-1.7238804332169708,0.5659240616681118
544,Costa,Urbana,5,42,Primaria,Inactivo,No,No,106.37530231744661,164.11,Pobre,0.569180837290342,-0.30247019898451355,0.3391304556398207
